vehicle_id,class_name,confidence,bbox_xyxy,center_image_x,center_image_y,map_x,map_y,latitude,longitude,twd97_x,twd97_y
veh_001,car,0.3203,"[3326.301, 1320.605, 3450.705, 1391.246]",3388.503,1355.926,3153.331,152.726,23.4552897,120.27363316,175789.184,2594887.389
